state_order,state_mm,rpra_action_mm,online_action_mm,rpra_immediate_deflection_um,online_immediate_deflection_um,rpra_successor_mm,online_successor_mm,rpra_selected_continuous_status,online_selected_continuous_status,online_discrete_class,exact_action_agreement,signed_action_delta_um_online_minus_rpra,absolute_action_difference_um,immediate_deflection_delta_um_rpra_minus_online,disagreement_classification
357,4.537,0.6,0.6,90.57957426338518,90.57957426338518,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
358,4.538,0.601,0.601,90.76618318568,90.76618318568,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
359,4.539,0.602,0.602,90.95287477126844,90.95287477126844,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
360,4.54,0.603,0.603,91.13964892786835,91.13964892786835,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
361,4.541,0.604,0.604,91.32650556341596,91.32650556341596,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
362,4.542,0.605,0.605,91.51344458606376,91.51344458606376,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
363,4.543,0.606,0.606,91.70046590418022,91.70046590418022,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
364,4.544,0.607,0.607,91.88756942634846,91.88756942634846,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
365,4.545,0.608,0.608,92.07475506136575,92.07475506136575,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
366,4.546,0.609,0.609,92.26202271824266,92.26202271824266,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
367,4.547,0.61,0.61,92.4493723062013,92.4493723062013,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
368,4.548,0.611,0.611,92.63680373467587,92.63680373467587,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
369,4.549,0.612,0.612,92.82431691331095,92.82431691331095,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
370,4.55,0.613,0.613,93.01191175196062,93.01191175196062,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
371,4.551,0.614,0.614,93.19958816068814,93.19958816068814,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
372,4.552,0.615,0.615,93.38734604976409,93.38734604976409,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
373,4.553,0.616,0.616,93.5751853296669,93.5751853296669,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
374,4.554,0.617,0.617,93.76310591108093,93.76310591108093,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
375,4.555,0.618,0.618,93.95110770489622,93.95110770489622,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
376,4.556,0.619,0.619,94.1391906222073,94.1391906222073,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
377,4.557,0.62,0.62,94.32735457431262,94.32735457431262,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
378,4.558,0.621,0.621,94.51559947271397,94.51559947271397,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
379,4.559,0.622,0.622,94.70392522911456,94.70392522911456,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
380,4.56,0.623,0.623,94.8923317554196,94.8923317554196,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
381,4.561,0.624,0.624,95.08081896373487,95.08081896373487,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
382,4.562,0.625,0.625,95.26938676636584,95.26938676636584,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
383,4.563,0.626,0.626,95.45803507581736,95.45803507581736,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
384,4.564,0.627,0.627,95.6467638047916,95.6467638047916,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
385,4.565,0.628,0.628,95.83557286618908,95.83557286618908,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
386,4.566,0.629,0.629,96.02446217310656,96.02446217310656,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
387,4.567,0.63,0.63,96.21343163883682,96.21343163883682,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
388,4.568,0.631,0.631,96.4024811768677,96.4024811768677,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
389,4.569,0.632,0.632,96.59161070088145,96.59161070088145,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
390,4.57,0.633,0.633,96.780820124754,96.780820124754,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
391,4.571,0.634,0.634,96.97010936255371,96.97010936255371,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
392,4.572,0.635,0.635,97.15947832854134,97.15947832854134,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
393,4.573,0.636,0.636,97.34892693716898,97.34892693716898,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
394,4.574,0.637,0.637,97.53845510307913,97.53845510307913,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
395,4.575,0.638,0.638,97.7280627411045,97.7280627411045,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
396,4.576,0.639,0.639,97.91774976626631,97.91774976626631,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
397,4.577,0.64,0.64,98.10751609377455,98.10751609377455,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
398,4.578,0.641,0.641,98.29736163902679,98.29736163902679,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
399,4.579,0.642,0.642,98.48728631760744,98.48728631760744,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
400,4.58,0.643,0.643,98.67729004528717,98.67729004528717,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
401,4.581,0.644,0.644,98.86737273802214,98.86737273802214,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
402,4.582,0.645,0.645,99.05753431195335,99.05753431195335,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
403,4.583,0.646,0.646,99.24777468340528,99.24777468340528,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
404,4.584,0.647,0.647,99.43809376888645,99.43809376888645,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
405,4.585,0.648,0.648,99.62849148508762,99.62849148508762,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
406,4.586,0.649,0.649,99.81896774888176,99.81896774888176,3.937,3.937,PASS,PASS,PRESERVING,True,0,0,0.0,EXACT_AGREEMENT
